FID,knooppuntnummer,regio,provincie,puntid,last_edited_date,soort_knooppunt,wkb_geometry
wandelknooppunten_vrij_wgs84.21333,73,Friesland,Friesland,210490,2020-01-27T10:36:42,knooppunt,POINT (6.006209965000039 53.321168698000065)
wandelknooppunten_vrij_wgs84.21334,56,Friesland,Friesland,210489,2020-01-27T10:36:42,knooppunt,POINT (5.801605855000048 53.149369758000034)
wandelknooppunten_vrij_wgs84.21335,83,Friesland,Friesland,210488,2020-01-27T10:36:42,knooppunt,POINT (5.633449616000064 53.178019721000055)
wandelknooppunten_vrij_wgs84.21336,33,Friesland,Friesland,210487,2020-01-27T10:36:42,knooppunt,POINT (5.703860311000028 53.08985043900003)
wandelknooppunten_vrij_wgs84.21337,16,Friesland,Friesland,210486,2020-01-27T10:36:42,knooppunt,POINT (5.467510022000056 53.10250682800006)
wandelknooppunten_vrij_wgs84.21338,31,Friesland,Friesland,210485,2020-01-27T10:36:42,knooppunt,POINT (5.449636566000038 53.05153989300004)
wandelknooppunten_vrij_wgs84.21339,34,Friesland,Friesland,210484,2020-01-27T10:36:42,knooppunt,POINT (6.0735061030000566 53.20172347700003)
wandelknooppunten_vrij_wgs84.21340,37,Friesland,Friesland,210483,2020-01-27T10:36:42,knooppunt,POINT (5.755765994000058 53.12025485500004)
wandelknooppunten_vrij_wgs84.21341,51,Friesland,Friesland,210482,2020-01-27T10:36:42,knooppunt,POINT (5.940294859000062 53.24268241900006)
wandelknooppunten_vrij_wgs84.21342,46,Friesland,Friesland,210481,2020-01-27T10:36:42,knooppunt,POINT (5.688178663000031 53.08200277900005)
wandelknooppunten_vrij_wgs84.21343,88,Friesland,Friesland,210480,2020-01-27T10:36:42,knooppunt,POINT (6.0411579340000685 53.22186671400004)
wandelknooppunten_vrij_wgs84.21344,80,Friesland,Friesland,210479,2020-01-27T10:36:42,knooppunt,POINT (5.947824347000051 53.12688244800006)
wandelknooppunten_vrij_wgs84.21345,51,Friesland,Friesland,210478,2020-01-27T10:36:42,knooppunt,POINT (5.741828988000066 53.27649139400006)
wandelknooppunten_vrij_wgs84.21346,90,Friesland,Friesland,210477,2020-01-27T10:36:42,knooppunt,POINT (5.730199174000063 53.28768366400004)
wandelknooppunten_vrij_wgs84.21347,43,Friesland,Friesland,210476,2020-01-27T10:36:42,knooppunt,POINT (5.749864761000026 53.27819783800004)
wandelknooppunten_vrij_wgs84.21348,89,Friesland,Friesland,210475,2020-01-27T10:36:42,knooppunt,POINT (5.740749176000065 53.27810266400007)
wandelknooppunten_vrij_wgs84.21349,81,Friesland,Friesland,210474,2020-01-27T10:36:42,knooppunt,POINT (5.782739546000073 53.230033347000074)
wandelknooppunten_vrij_wgs84.21350,58,Friesland,Friesland,210473,2020-01-27T10:36:42,knooppunt,POINT (5.77765191900005 53.243170838000026)
wandelknooppunten_vrij_wgs84.21351,72,Friesland,Friesland,210472,2020-01-27T10:36:42,knooppunt,POINT (5.77382291400005 53.25209423500007)
wandelknooppunten_vrij_wgs84.21352,42,Friesland,Friesland,210471,2020-01-27T10:36:42,knooppunt,POINT (5.763238551000029 53.26308096400004)
wandelknooppunten_vrij_wgs84.21353,66,Friesland,Friesland,210470,2020-01-27T10:36:42,knooppunt,POINT (5.769912713000053 53.258672389000026)
wandelknooppunten_vrij_wgs84.21354,32,Friesland,Friesland,210469,2020-01-27T10:36:42,knooppunt,POINT (5.833240529000022 53.09395126800007)
wandelknooppunten_vrij_wgs84.21355,51,Friesland,Friesland,210467,2020-01-27T10:36:42,knooppunt,POINT (5.840999058000023 53.09780925300004)
wandelknooppunten_vrij_wgs84.21356,26,Friesland,Friesland,210466,2020-01-27T10:36:42,knooppunt,POINT (5.773630585000035 53.207431746000054)
wandelknooppunten_vrij_wgs84.21357,67,Friesland,Friesland,210465,2020-01-27T10:36:42,knooppunt,POINT (5.42778120600002 53.15888652800004)
wandelknooppunten_vrij_wgs84.21358,65,Friesland,Friesland,210464,2020-01-27T10:36:42,knooppunt,POINT (5.633814713000049 53.274905224000065)
wandelknooppunten_vrij_wgs84.21359,52,Friesland,Friesland,210463,2020-01-27T10:36:42,knooppunt,POINT (5.639055811000048 53.24890083500003)
wandelknooppunten_vrij_wgs84.21360,44,Friesland,Friesland,210462,2020-01-27T10:36:42,knooppunt,POINT (6.066759467000054 53.21201492000006)
wandelknooppunten_vrij_wgs84.21361,48,Friesland,Friesland,210461,2020-01-27T10:36:42,knooppunt,POINT (6.07185382800003 53.211485709000044)
wandelknooppunten_vrij_wgs84.21362,61,Friesland,Friesland,210460,2020-01-27T10:36:42,knooppunt,POINT (5.705856616000062 53.14935504500005)
wandelknooppunten_vrij_wgs84.21363,41,Friesland,Friesland,210459,2020-01-27T10:36:42,knooppunt,POINT (6.147040661000062 53.24334619200005)
wandelknooppunten_vrij_wgs84.21364,23,Friesland,Friesland,210458,2020-01-27T10:36:42,knooppunt,POINT (6.156355311000027 53.242370694000044)
wandelknooppunten_vrij_wgs84.21365,43,Friesland,Friesland,210457,2020-01-27T10:36:42,knooppunt,POINT (6.101901595000072 53.20604859800005)
wandelknooppunten_vrij_wgs84.21366,47,Friesland,Friesland,210456,2020-01-27T10:36:42,knooppunt,POINT (6.0989245430000665 53.20790227300006)
wandelknooppunten_vrij_wgs84.21367,61,Friesland,Friesland,210455,2020-01-27T10:36:42,knooppunt,POINT (5.480750755000031 53.14295766100008)
wandelknooppunten_vrij_wgs84.21368,62,Friesland,Friesland,210454,2020-01-27T10:36:42,knooppunt,POINT (5.463297238000052 53.16457085800005)
wandelknooppunten_vrij_wgs84.21369,72,Friesland,Friesland,210453,2020-01-27T10:36:42,knooppunt,POINT (5.461859136000044 53.15907986000008)
wandelknooppunten_vrij_wgs84.21370,57,Friesland,Friesland,210452,2020-01-27T10:36:42,knooppunt,POINT (5.979731113000071 53.362738930000035)
wandelknooppunten_vrij_wgs84.21371,96,Friesland,Friesland,210451,2020-01-27T10:36:42,knooppunt,POINT (5.820907054000031 53.34818682300005)
wandelknooppunten_vrij_wgs84.21372,45,Friesland,Friesland,210450,2020-01-27T10:36:42,knooppunt,POINT (5.905975339000065 53.382584921000046)
wandelknooppunten_vrij_wgs84.21373,48,Friesland,Friesland,210449,2020-01-27T10:36:42,knooppunt,POINT (5.9787712980000265 53.236353045000044)
wandelknooppunten_vrij_wgs84.21374,63,Friesland,Friesland,210448,2020-01-27T10:36:42,knooppunt,POINT (5.983279724000056 53.22988507200006)
wandelknooppunten_vrij_wgs84.21375,71,Friesland,Friesland,210447,2020-01-27T10:36:42,knooppunt,POINT (5.972678778000045 53.22817766500003)
wandelknooppunten_vrij_wgs84.21376,69,Friesland,Friesland,210446,2020-01-27T10:36:42,knooppunt,POINT (5.985934065000038 53.23079765400007)
wandelknooppunten_vrij_wgs84.21377,65,Friesland,Friesland,210445,2020-01-27T10:36:42,knooppunt,POINT (5.992366038000057 53.230996625000046)
wandelknooppunten_vrij_wgs84.21378,81,Friesland,Friesland,210444,2020-01-27T10:36:42,knooppunt,POINT (6.006234852000034 53.24699290700005)
wandelknooppunten_vrij_wgs84.21379,84,Friesland,Friesland,210443,2020-01-27T10:36:42,knooppunt,POINT (6.002257439000061 53.30534013400006)
wandelknooppunten_vrij_wgs84.21380,62,Friesland,Friesland,210442,2020-01-27T10:36:42,knooppunt,POINT (6.002538744000049 53.32109102100003)
wandelknooppunten_vrij_wgs84.21381,34,Friesland,Friesland,210441,2020-01-27T10:36:42,knooppunt,POINT (6.13079715300006 53.30483865200006)
wandelknooppunten_vrij_wgs84.21382,37,Friesland,Friesland,210440,2020-01-27T10:36:42,knooppunt,POINT (6.118241531000024 53.28664247700004)
wandelknooppunten_vrij_wgs84.21383,43,Friesland,Friesland,210439,2020-01-27T10:36:42,knooppunt,POINT (6.048066802000051 53.25159215000008)
wandelknooppunten_vrij_wgs84.21384,41,Friesland,Friesland,210438,2020-01-27T10:36:42,knooppunt,POINT (6.069108937000067 53.26121799800006)
wandelknooppunten_vrij_wgs84.21385,48,Friesland,Friesland,210437,2020-01-27T10:36:42,knooppunt,POINT (6.051971270000024 53.26102034200005)
wandelknooppunten_vrij_wgs84.21386,42,Friesland,Friesland,210436,2020-01-27T10:36:42,knooppunt,POINT (6.036311020000028 53.26167838900005)
wandelknooppunten_vrij_wgs84.21387,71,Friesland,Friesland,210435,2020-01-27T10:36:42,knooppunt,POINT (6.160339456000031 53.31692531200008)
wandelknooppunten_vrij_wgs84.21388,68,Friesland,Friesland,210434,2020-01-27T10:36:42,knooppunt,POINT (6.159378822000065 53.307553117000054)
wandelknooppunten_vrij_wgs84.21389,52,Friesland,Friesland,210433,2020-01-27T10:36:42,knooppunt,POINT (6.1764999310000235 53.302059462000045)
wandelknooppunten_vrij_wgs84.21390,57,Friesland,Friesland,210432,2020-01-27T10:36:42,knooppunt,POINT (6.196761125000023 53.30230745400007)
wandelknooppunten_vrij_wgs84.21391,75,Friesland,Friesland,210431,2020-01-27T10:36:42,knooppunt,POINT (6.230823417000067 53.27433169500006)
wandelknooppunten_vrij_wgs84.21392,95,Friesland,Friesland,210430,2020-01-27T10:36:42,knooppunt,POINT (6.23452530000003 53.29520880600006)
wandelknooppunten_vrij_wgs84.21393,46,Friesland,Friesland,210429,2020-01-27T10:36:42,knooppunt,POINT (6.017273846000023 53.29113719500003)
wandelknooppunten_vrij_wgs84.21394,53,Friesland,Friesland,210428,2020-01-27T10:36:42,knooppunt,POINT (6.0273873100000515 53.288171039000076)
wandelknooppunten_vrij_wgs84.21395,43,Friesland,Friesland,210427,2020-01-27T10:36:42,knooppunt,POINT (6.027361833000043 53.29166699900003)
wandelknooppunten_vrij_wgs84.21396,38,Friesland,Friesland,210426,2020-01-27T10:36:42,knooppunt,POINT (6.04675035300005 53.297270293000054)
wandelknooppunten_vrij_wgs84.21397,75,Friesland,Friesland,210425,2020-01-27T10:36:42,knooppunt,POINT (6.005890405000059 53.29058454700004)
wandelknooppunten_vrij_wgs84.21398,63,Friesland,Friesland,210424,2020-01-27T10:36:42,knooppunt,POINT (5.984513420000042 53.29099110200008)
wandelknooppunten_vrij_wgs84.21399,37,Friesland,Friesland,210423,2020-01-27T10:36:42,knooppunt,POINT (6.011163252000074 53.29062646800003)
wandelknooppunten_vrij_wgs84.21400,38,Friesland,Friesland,210422,2020-01-27T10:36:42,knooppunt,POINT (6.0087365300000215 53.26241713500008)
wandelknooppunten_vrij_wgs84.21401,28,Friesland,Friesland,210421,2020-01-27T10:36:42,knooppunt,POINT (6.000175143000035 53.262533457000075)
wandelknooppunten_vrij_wgs84.21402,23,Friesland,Friesland,210420,2020-01-27T10:36:42,knooppunt,POINT (5.997975655000062 53.27459221000004)
wandelknooppunten_vrij_wgs84.21403,92,Friesland,Friesland,210419,2020-01-27T10:36:42,knooppunt,POINT (6.0211437170000295 53.27705580300005)
wandelknooppunten_vrij_wgs84.21404,51,Friesland,Friesland,210418,2020-01-27T10:36:42,knooppunt,POINT (6.0196117660000255 53.26313619600006)
wandelknooppunten_vrij_wgs84.21405,35,Friesland,Friesland,210417,2020-01-27T10:36:42,knooppunt,POINT (6.026402037000025 53.26066143400004)
wandelknooppunten_vrij_wgs84.21406,32,Friesland,Friesland,210416,2020-01-27T10:36:42,knooppunt,POINT (6.055096234000075 53.29963335900004)
wandelknooppunten_vrij_wgs84.21407,64,Friesland,Friesland,210415,2020-01-27T10:36:42,knooppunt,POINT (6.012720667000053 53.32618633100003)
wandelknooppunten_vrij_wgs84.21408,78,Friesland,Friesland,210414,2020-01-27T10:36:42,knooppunt,POINT (6.012955086000034 53.32479777200007)
wandelknooppunten_vrij_wgs84.21409,42,Friesland,Friesland,210413,2020-01-27T10:36:42,knooppunt,POINT (6.132888224000055 53.38437537200008)
wandelknooppunten_vrij_wgs84.21410,57,Friesland,Friesland,210412,2020-01-27T10:36:42,knooppunt,POINT (6.023201730000039 53.40097953800006)
wandelknooppunten_vrij_wgs84.21411,63,Friesland,Friesland,210411,2020-01-27T10:36:42,knooppunt,POINT (5.995919293000043 53.32523474300007)
wandelknooppunten_vrij_wgs84.21412,55,Friesland,Friesland,210410,2020-01-27T10:36:42,knooppunt,POINT (6.122170117000053 53.20292637000006)
wandelknooppunten_vrij_wgs84.21413,67,Friesland,Friesland,210409,2020-01-27T10:36:42,knooppunt,POINT (6.061102877000053 53.37025093300008)
wandelknooppunten_vrij_wgs84.21414,53,Friesland,Friesland,210408,2020-01-27T10:36:42,knooppunt,POINT (6.06849590500002 53.36911682600004)
wandelknooppunten_vrij_wgs84.21415,62,Friesland,Friesland,210407,2020-01-27T10:36:42,knooppunt,POINT (6.053465944000038 53.37911946600008)
wandelknooppunten_vrij_wgs84.21416,51,Friesland,Friesland,210406,2020-01-27T10:36:42,knooppunt,POINT (6.0447165050000535 53.36198232900006)
wandelknooppunten_vrij_wgs84.21417,42,Friesland,Friesland,210404,2020-01-27T10:36:42,knooppunt,POINT (5.806459630000063 53.33135137000005)
wandelknooppunten_vrij_wgs84.21418,54,Friesland,Friesland,210403,2020-01-27T10:36:42,knooppunt,POINT (5.818502613000021 53.30799654200007)
wandelknooppunten_vrij_wgs84.21419,55,Friesland,Friesland,210402,2020-01-27T10:36:42,knooppunt,POINT (5.801309157000048 53.32728200300005)
wandelknooppunten_vrij_wgs84.21420,88,Friesland,Friesland,210401,2020-01-27T10:36:42,knooppunt,POINT (6.120847208000043 53.338286493000055)
wandelknooppunten_vrij_wgs84.21421,74,Friesland,Friesland,210400,2020-01-27T10:36:42,knooppunt,POINT (6.141972151000061 53.35267004600007)
wandelknooppunten_vrij_wgs84.21422,58,Friesland,Friesland,210399,2020-01-27T10:36:42,knooppunt,POINT (6.087698084000067 53.37311938300007)
wandelknooppunten_vrij_wgs84.21423,75,Friesland,Friesland,210398,2020-01-27T10:36:42,knooppunt,POINT (6.068022118000044 53.36348484800004)
wandelknooppunten_vrij_wgs84.21424,58,Friesland,Friesland,210397,2020-01-27T10:36:42,knooppunt,POINT (6.050756311000043 53.36416972300003)
wandelknooppunten_vrij_wgs84.21425,68,Friesland,Friesland,210396,2020-01-27T10:36:42,knooppunt,POINT (6.090526781000051 53.36893630800006)
wandelknooppunten_vrij_wgs84.21426,52,Friesland,Friesland,210395,2020-01-27T10:36:42,knooppunt,POINT (6.088850060000027 53.38064140300003)
wandelknooppunten_vrij_wgs84.21427,31,Friesland,Friesland,210394,2020-01-27T10:36:42,knooppunt,POINT (6.126343981000048 53.37557275100005)
wandelknooppunten_vrij_wgs84.21428,31,Friesland,Friesland,210393,2020-01-27T10:36:42,knooppunt,POINT (6.126525374000039 53.375579205000065)
wandelknooppunten_vrij_wgs84.21429,38,Friesland,Friesland,210392,2020-01-27T10:36:42,knooppunt,POINT (6.127649202000043 53.37430636100004)
wandelknooppunten_vrij_wgs84.21430,53,Friesland,Friesland,210391,2020-01-27T10:36:42,knooppunt,POINT (6.131683947000056 53.29843903300008)
wandelknooppunten_vrij_wgs84.21431,63,Friesland,Friesland,210390,2020-01-27T10:36:42,knooppunt,POINT (6.173714036000035 53.27988619200005)
wandelknooppunten_vrij_wgs84.21432,61,Friesland,Friesland,210389,2020-01-27T10:36:42,knooppunt,POINT (5.727448719000051 53.19041952900005)
wandelknooppunten_vrij_wgs84.21433,41,Friesland,Friesland,210388,2020-01-27T10:36:42,knooppunt,POINT (6.080606248000038 53.32424682900006)
wandelknooppunten_vrij_wgs84.21434,63,Friesland,Friesland,210387,2020-01-27T10:36:42,knooppunt,POINT (5.8519920480000565 53.356461771000056)
wandelknooppunten_vrij_wgs84.21435,67,Friesland,Friesland,210386,2020-01-27T10:36:42,knooppunt,POINT (5.844380331000025 53.36139267400006)
wandelknooppunten_vrij_wgs84.21436,47,Friesland,Friesland,210385,2020-01-27T10:36:42,knooppunt,POINT (5.777106810000021 53.34380796900007)
wandelknooppunten_vrij_wgs84.21437,51,Friesland,Friesland,210384,2020-01-27T10:36:42,knooppunt,POINT (5.802751224000076 53.33664252600005)
wandelknooppunten_vrij_wgs84.21438,27,Friesland,Friesland,210383,2020-01-27T10:36:42,knooppunt,POINT (6.126430773000038 53.27093203000004)
wandelknooppunten_vrij_wgs84.21439,66,Friesland,Friesland,210382,2020-01-27T10:36:42,knooppunt,POINT (5.972370131000048 53.29072885100004)
wandelknooppunten_vrij_wgs84.21440,68,Friesland,Friesland,210381,2020-01-27T10:36:42,knooppunt,POINT (5.991064673000039 53.282766647000074)
wandelknooppunten_vrij_wgs84.21441,54,Friesland,Friesland,210380,2020-01-27T10:36:42,knooppunt,POINT (5.987224961000038 53.281504073000065)
wandelknooppunten_vrij_wgs84.21442,65,Friesland,Friesland,210379,2020-01-27T10:36:42,knooppunt,POINT (5.988999792000072 53.278430154000034)
wandelknooppunten_vrij_wgs84.21443,41,Friesland,Friesland,210378,2020-01-27T10:36:42,knooppunt,POINT (5.77363635100005 53.33066861600008)
wandelknooppunten_vrij_wgs84.21444,83,Friesland,Friesland,210377,2020-01-27T10:36:42,knooppunt,POINT (5.871942964000027 53.33065833400008)
wandelknooppunten_vrij_wgs84.21445,51,Friesland,Friesland,210376,2020-01-27T10:36:42,knooppunt,POINT (5.901004220000061 53.266162723000036)
wandelknooppunten_vrij_wgs84.21446,84,Friesland,Friesland,210375,2020-01-27T10:36:42,knooppunt,POINT (5.992411359000073 53.260700393000036)
wandelknooppunten_vrij_wgs84.21447,86,Friesland,Friesland,210374,2020-01-27T10:36:42,knooppunt,POINT (5.99042376400007 53.23918136600008)
wandelknooppunten_vrij_wgs84.21448,55,Friesland,Friesland,210373,2020-01-27T10:36:42,knooppunt,POINT (5.9793479990000264 53.23691152600003)
wandelknooppunten_vrij_wgs84.21449,31,Friesland,Friesland,210372,2020-01-27T10:36:42,knooppunt,POINT (5.973384216000056 53.244662806000065)
wandelknooppunten_vrij_wgs84.21450,82,Friesland,Friesland,210371,2020-01-27T10:36:42,knooppunt,POINT (5.971592402000056 53.24714812000008)
wandelknooppunten_vrij_wgs84.21451,46,Friesland,Friesland,210370,2020-01-27T10:36:42,knooppunt,POINT (5.967909011000074 53.24919480400007)
wandelknooppunten_vrij_wgs84.21452,46,Friesland,Friesland,210361,2020-01-27T10:36:42,knooppunt,POINT (6.18533367200007 53.187166440000055)
wandelknooppunten_vrij_wgs84.21453,28,Friesland,Friesland,210360,2020-01-27T10:36:42,knooppunt,POINT (6.096084114000064 53.20948517700003)
wandelknooppunten_vrij_wgs84.21454,16,Friesland,Friesland,210359,2020-01-27T10:36:42,knooppunt,POINT (6.091191303000073 53.21243122200008)
wandelknooppunten_vrij_wgs84.21455,53,Friesland,Friesland,210358,2020-01-27T10:36:42,knooppunt,POINT (6.15639559300007 53.17836714100008)
wandelknooppunten_vrij_wgs84.21456,63,Friesland,Friesland,210357,2020-01-27T10:36:42,knooppunt,POINT (6.144144125000025 53.16534956800007)
wandelknooppunten_vrij_wgs84.21457,62,Friesland,Friesland,210356,2020-01-27T10:36:42,knooppunt,POINT (6.121936362000042 53.18311714200007)
wandelknooppunten_vrij_wgs84.21458,61,Friesland,Friesland,210355,2020-01-27T10:36:42,knooppunt,POINT (6.14295777600006 53.200032004000036)
wandelknooppunten_vrij_wgs84.21459,22,Friesland,Friesland,210354,2020-01-27T10:36:42,knooppunt,POINT (6.104439607000074 53.20510895000007)
wandelknooppunten_vrij_wgs84.21460,48,Friesland,Friesland,210353,2020-01-27T10:36:42,knooppunt,POINT (6.101598676000037 53.18315805100008)
wandelknooppunten_vrij_wgs84.21461,68,Friesland,Friesland,210352,2020-01-27T10:36:42,knooppunt,POINT (6.116351332000022 53.180569397000056)
wandelknooppunten_vrij_wgs84.21462,53,Friesland,Friesland,210351,2020-01-27T10:36:42,knooppunt,POINT (6.076945447000071 53.22347702700006)
wandelknooppunten_vrij_wgs84.21463,71,Friesland,Friesland,210350,2020-01-27T10:36:42,knooppunt,POINT (6.079142485000034 53.28701671200008)
wandelknooppunten_vrij_wgs84.21464,54,Friesland,Friesland,210349,2020-01-27T10:36:42,knooppunt,POINT (6.065873600000032 53.28342459800007)
wandelknooppunten_vrij_wgs84.21465,58,Friesland,Friesland,210348,2020-01-27T10:36:42,knooppunt,POINT (6.053520473000049 53.28010284100003)
wandelknooppunten_vrij_wgs84.21466,73,Friesland,Friesland,210347,2020-01-27T10:36:42,knooppunt,POINT (6.061787096000046 53.28814012700008)
wandelknooppunten_vrij_wgs84.21467,86,Friesland,Friesland,210346,2020-01-27T10:36:42,knooppunt,POINT (6.04152936600002 53.24304573400008)
wandelknooppunten_vrij_wgs84.21468,82,Friesland,Friesland,210345,2020-01-27T10:36:42,knooppunt,POINT (6.053860567000072 53.23028581900007)
wandelknooppunten_vrij_wgs84.21469,32,Friesland,Friesland,210344,2020-01-27T10:36:42,knooppunt,POINT (6.089054236000038 53.252453942000045)
wandelknooppunten_vrij_wgs84.21470,37,Friesland,Friesland,210343,2020-01-27T10:36:42,knooppunt,POINT (6.062920372000065 53.23827913800005)
wandelknooppunten_vrij_wgs84.21471,33,Friesland,Friesland,210342,2020-01-27T10:36:42,knooppunt,POINT (6.090225973000031 53.23164212700004)
wandelknooppunten_vrij_wgs84.21472,56,Friesland,Friesland,210341,2020-01-27T10:36:42,knooppunt,POINT (6.103505255000073 53.229508327000076)
wandelknooppunten_vrij_wgs84.21473,53,Friesland,Friesland,210340,2020-01-27T10:36:42,knooppunt,POINT (6.106231480000076 53.24167573600005)
wandelknooppunten_vrij_wgs84.21474,64,Friesland,Friesland,210339,2020-01-27T10:36:42,knooppunt,POINT (6.116133729000069 53.238826190000054)
wandelknooppunten_vrij_wgs84.21475,32,Friesland,Friesland,210338,2020-01-27T10:36:42,knooppunt,POINT (6.149282677000031 53.22338472300004)
wandelknooppunten_vrij_wgs84.21476,27,Friesland,Friesland,210337,2020-01-27T10:36:42,knooppunt,POINT (6.128845143000035 53.22949325500008)
wandelknooppunten_vrij_wgs84.21477,77,Friesland,Friesland,210336,2020-01-27T10:36:42,knooppunt,POINT (6.1468231700000615 53.23507244900003)
wandelknooppunten_vrij_wgs84.21478,38,Friesland,Friesland,210335,2020-01-27T10:36:42,knooppunt,POINT (6.138495707000061 53.23694843000004)
wandelknooppunten_vrij_wgs84.21479,45,Friesland,Friesland,210334,2020-01-27T10:36:42,knooppunt,POINT (6.132682071000033 53.25053617100008)
wandelknooppunten_vrij_wgs84.21480,62,Friesland,Friesland,210333,2020-01-27T10:36:42,knooppunt,POINT (6.142034306000028 53.27916475600006)
wandelknooppunten_vrij_wgs84.21481,48,Friesland,Friesland,210332,2020-01-27T10:36:42,knooppunt,POINT (6.150407036000047 53.28416614200006)
wandelknooppunten_vrij_wgs84.21482,42,Friesland,Friesland,210331,2020-01-27T10:36:42,knooppunt,POINT (6.151600318000021 53.28035867300008)
wandelknooppunten_vrij_wgs84.21483,42,Friesland,Friesland,210330,2020-01-27T10:36:42,knooppunt,POINT (6.123388759000022 53.24478619300004)
wandelknooppunten_vrij_wgs84.21484,76,Friesland,Friesland,210329,2020-01-27T10:36:42,knooppunt,POINT (6.15708722200003 53.31913964200004)
wandelknooppunten_vrij_wgs84.21485,46,Friesland,Friesland,210328,2020-01-27T10:36:42,knooppunt,POINT (6.102444213000069 53.32277308700003)
wandelknooppunten_vrij_wgs84.21486,71,Friesland,Friesland,210327,2020-01-27T10:36:42,knooppunt,POINT (6.165963714000043 53.28019749200007)
wandelknooppunten_vrij_wgs84.21487,52,Friesland,Friesland,210326,2020-01-27T10:36:42,knooppunt,POINT (6.128136366000035 53.26477078500005)
wandelknooppunten_vrij_wgs84.21488,22,Friesland,Friesland,210325,2020-01-27T10:36:42,knooppunt,POINT (6.128454890000057 53.256357352000066)
wandelknooppunten_vrij_wgs84.21489,46,Friesland,Friesland,210324,2020-01-27T10:36:42,knooppunt,POINT (6.142439472000035 53.265670370000066)
wandelknooppunten_vrij_wgs84.21490,34,Friesland,Friesland,210323,2020-01-27T10:36:42,knooppunt,POINT (6.113687372000072 53.26541010500006)
wandelknooppunten_vrij_wgs84.21491,38,Friesland,Friesland,210322,2020-01-27T10:36:42,knooppunt,POINT (6.126234041000032 53.26464884300003)
wandelknooppunten_vrij_wgs84.21492,78,Friesland,Friesland,210321,2020-01-27T10:36:42,knooppunt,POINT (6.084346907000054 53.27841623000006)
wandelknooppunten_vrij_wgs84.21493,46,Friesland,Friesland,210320,2020-01-27T10:36:42,knooppunt,POINT (6.101564723000024 53.27430144600004)
wandelknooppunten_vrij_wgs84.21494,25,Friesland,Friesland,210319,2020-01-27T10:36:42,knooppunt,POINT (6.104389167000022 53.26372704700003)
wandelknooppunten_vrij_wgs84.21495,55,Friesland,Friesland,210318,2020-01-27T10:36:42,knooppunt,POINT (6.1271966000000475 53.27758092100004)
wandelknooppunten_vrij_wgs84.21496,43,Friesland,Friesland,210317,2020-01-27T10:36:42,knooppunt,POINT (6.127123849000043 53.28435358300004)
wandelknooppunten_vrij_wgs84.21497,65,Friesland,Friesland,210316,2020-01-27T10:36:42,knooppunt,POINT (6.179084832000058 53.27207942700005)
wandelknooppunten_vrij_wgs84.21498,45,Friesland,Friesland,210315,2020-01-27T10:36:42,knooppunt,POINT (6.142383641000038 53.284001388000036)
wandelknooppunten_vrij_wgs84.21499,63,Friesland,Friesland,210314,2020-01-27T10:36:42,knooppunt,POINT (6.147257987000046 53.30316506100007)
wandelknooppunten_vrij_wgs84.21500,34,Friesland,Friesland,210313,2020-01-27T10:36:42,knooppunt,POINT (6.204379850000066 53.322483842000054)
wandelknooppunten_vrij_wgs84.21501,46,Friesland,Friesland,210312,2020-01-27T10:36:42,knooppunt,POINT (6.213243176000049 53.32154034900003)
wandelknooppunten_vrij_wgs84.21502,39,Friesland,Friesland,210311,2020-01-27T10:36:42,knooppunt,POINT (6.188522080000041 53.33029838400006)
wandelknooppunten_vrij_wgs84.21503,42,Friesland,Friesland,210310,2020-01-27T10:36:42,knooppunt,POINT (6.182919926000068 53.32129240900008)
wandelknooppunten_vrij_wgs84.21504,85,Friesland,Friesland,210309,2020-01-27T10:36:42,knooppunt,POINT (6.153065463000075 53.350876576000076)
wandelknooppunten_vrij_wgs84.21505,62,Friesland,Friesland,210308,2020-01-27T10:36:42,knooppunt,POINT (6.14853146300004 53.358885635000036)
wandelknooppunten_vrij_wgs84.21506,54,Friesland,Friesland,210307,2020-01-27T10:36:42,knooppunt,POINT (6.143269223000061 53.37061635200007)
wandelknooppunten_vrij_wgs84.21507,44,Friesland,Friesland,210306,2020-01-27T10:36:42,knooppunt,POINT (6.143903238000064 53.37790338700006)
wandelknooppunten_vrij_wgs84.21508,48,Friesland,Friesland,210305,2020-01-27T10:36:42,knooppunt,POINT (6.1294570900000735 53.38029201200004)
wandelknooppunten_vrij_wgs84.21509,56,Friesland,Friesland,210304,2020-01-27T10:36:42,knooppunt,POINT (6.081306642000072 53.35461047000007)
wandelknooppunten_vrij_wgs84.21510,71,Friesland,Friesland,210303,2020-01-27T10:36:42,knooppunt,POINT (5.991829161000055 53.364370516000065)
wandelknooppunten_vrij_wgs84.21511,75,Friesland,Friesland,210302,2020-01-27T10:36:42,knooppunt,POINT (6.0359389010000655 53.35565784200003)
wandelknooppunten_vrij_wgs84.21512,78,Friesland,Friesland,210301,2020-01-27T10:36:42,knooppunt,POINT (5.9634991910000394 53.362866290000056)
wandelknooppunten_vrij_wgs84.21513,64,Friesland,Friesland,210300,2020-01-27T10:36:42,knooppunt,POINT (5.929746087000069 53.36499461500006)
wandelknooppunten_vrij_wgs84.21514,73,Friesland,Friesland,210299,2020-01-27T10:36:42,knooppunt,POINT (5.946887774000061 53.370345873000076)
wandelknooppunten_vrij_wgs84.21515,58,Friesland,Friesland,210298,2020-01-27T10:36:42,knooppunt,POINT (5.890050228000064 53.28588432500004)
